keys,zh_TW,zh_CN,en
DLG_WAN_TURN_IN_FOUND_MODULE_CHOICE1,（連盒子夾層裡那塊舊模組，也一起遞過去）,（连盒子夹层里那块旧模组，也一起递过去）,(Hand over the old module from the box's compartment together with it)
DLG_WAN_TURN_IN_PLAIN_TEXT,"開玩笑的啦。謝了，這是給你的報酬，數好了。
（她對你眨了眨眼，把一小疊信用點塞進你手裡）
下次再撈到好東西，可別忘了我。","开玩笑的啦。谢了，这是给你的报酬，数好了。
（她对你眨了眨眼，把一小叠信用点塞进你手里）
下次再捞到好东西，可别忘了我。","Just kidding. Thanks, here's your reward, count it.
(She winks at you, stuffing a small wad of credits into your hand)
Next time you dredge up something good, don't forget me."
DLG_WAN_TURN_IN_FULL_TEXT,"（她接過卡片模組，愣了一下，隨即有些不可置信地看著你）
……舊式授權晶片？你還真把夾層翻開了，而且……連這個也捨得給我？
（笑意深了些，把一整疊信用點拍在你手裡）
夠大方。這份人情，我記下了。","（她接过卡片模组，愣了一下，随即有些不可置信地看着你）
……旧式授权芯片？你还真把夹层翻开了，而且……连这个也舍得给我？
（笑意深了些，把一整叠信用点拍在你手里）
够大方。这份人情，我记下了。","(She takes the card module, freezing for a moment, then looking at you in disbelief)
...An old authorization chip? You actually opened the compartment, and... you're willing to give this to me?
(Her smile deepens, slapping a thick stack of credits into your hand)
Generous of you. I'll remember this favor."
DLG_WAN_RETALK_CLOSE_TEXT,"喲，你來啦。今天雨下得特別大，
要不要進來雨棚擠擠？不收你鋪租。
……還是說，你又帶了什麼能讓我驚訝的小玩意兒？","哟，你来啦。今天雨下得特别大，
要不要进来雨棚挤挤？不收你铺租。
……还是说，你又带了什么能让我惊讶的小玩意儿？","Yo, you're here. The rain is exceptionally heavy today,
care to squeeze under the canopy? Won't charge you rent.
...Or did you bring another little toy to surprise me?"
DLG_WAN_RETALK_CLOSE_CHOICE0,陪妳站會兒。,陪你站会儿。,Just keep you company for a bit.
DLG_WAN_RETALK_CLOSE_CHOICE1,有新消息嗎？,有新消息吗？,Any new information?
DLG_WAN_RETALK_CLOSE_CHOICE2,（離開）,（离开）,(Leave)
DLG_WAN_RETALK_CLOSE_CHOICE3,我撿到一張育兒照護回執。,我捡到一张育儿照护回执。,I salvaged a childcare supply receipt.
DLG_WAN_END_CLOSE_TEXT,"那就安靜點，別把雨聲吵醒了。
（她往旁邊挪了挪，肩膀若有似無地碰了你一下。）","那就安静点，别把雨声吵醒了。
（她往旁边挪了挪，肩膀若有似无地碰了你一下。）","Be quiet then, don't wake up the sound of rain.
(She nudges aside slightly, her shoulder brushing against yours ever so faintly.)"
DLG_WAN_FLEE_CLOSE_TEXT,走啦？路滑，可別一腳踩進排水溝裡了——我可不想去撈你。,走啦？路滑，可别一脚踩进排水沟里了——我可不想去捞你。,"Leaving? The road is slippery, don't end up in the drainage ditch—I have no interest in dredging you up."
DLG_WAN_SELL_RECEIPT_TEXT,"（拿過回執翻看）
這種回執沒什麼價。除非你知道上面的代碼是誰的。……你要賣？隨你便。","（拿过回执翻看）
这种回执没什么价。除非你知道上面的代码是谁的。……你要卖？随你便。","(Flips the receipt over to inspect it)
This receipt is virtually worthless. Unless you know whose code is on it. ...You want to sell it? As you wish."
DLG_WAN_SELL_RECEIPT_CHOICE0,（將回執賣給她）,（将回执卖给她）,(Sell the receipt to her)
DLG_WAN_SELL_RECEIPT_CHOICE1,（還是先留著吧）,（还是先留着吧）,(Keep it for now)
DLG_WAN_DO_SELL_RECEIPT_TEXT,好吧。拿著，這是折給你的小錢。這張破紙我就收下了。,好吧。拿着，这是折给你的小钱。这张破纸我就收下了。,"Fine. Take this, it's just a bit of spare change. I'll take this scrap of paper off your hands."
SPEAKER_WU,伍姐,伍姐,Wu
DLG_WU_FIRST_MEET_TEXT,別站光裡，擋著我看線路。……新面孔。能走到這底下，命還算硬。,别站光里，挡着我看线路。……新面孔。能走到这底下，命还算硬。,"Don't stand in the light, you're blocking my view of the wiring. ...New face. To make it down here, your life must be pretty tough."
DLG_WU_FIRST_MEET_CHOICE0,這些機器都是妳修的？,这些机器都是你修的？,Do you repair all these machines?
DLG_WU_FIRST_MEET_CHOICE1,這套淨水、發電，這些能讓人混過檢查的東西——是誰弄起來的？,这套净水、发电，这些能让人混过检查的东西——是谁弄起来的？,"This water purification, power generation, these things that let people pass the checks—who set them up?"
DLG_WU_FIRST_MEET_CHOICE2,（離開）,（离开）,(Leave)
DLG_WU_REPAIRER_TEXT,電力、淨水、誰家暖燈不亮——都歸我。以前我修地面那座城，後來城不要我了，我就下來修這座沒人要的。機器不會問你有沒有身份，比人強。,电力、净水、谁家暖灯不亮——都归我。以前我修地面那座城，后来城不要我了，我就下来修这座没人要的。机器不会问有没有身份，比人强。,"Electricity, water purification, whose heater is out—it all falls to me. I used to repair the city above, but when the city didn't want me anymore, I came down here to fix this discarded one. Machines don't ask if you have an ID, they're better than humans."
DLG_WU_MAKER_TEXT,（手停了半秒）……有過一個人。腦子活，手也黑。這套東西一半是她搭起來的。別把她想得太乾淨——她不是好人，只是比我們晚一點壞掉。名字？她自己把自己關掉了。知道了，對你沒好處。,（手停了半秒）……有过一个人。脑子活，手也黑。这套东西一半是她搭起来的。别把她想得太干净——她不是好人，只是比我们晚一点坏掉。名字？她自己把自己关掉了。知道了，对你没好处。,"(Her hand pauses for half a second) ...There was someone. Sharp mind, ruthless hand. Half of this stuff was built by her. Don't think of her as too clean—she wasn't a saint, just someone who broke a bit later than us. Her name? She shut herself down. Knowing it won't do you any good."
DLG_WU_END_COLD_TEXT,想知道更多？多搬兩趟水、多修兩盞燈再說。這底下，沒人靠一張嘴活著。,想知道更多？多搬两趟水、多修两盏灯再说。这底下，没人靠一张嘴活着。,"Want to know more? Carry two more loads of water, fix two more lamps first. Down here, nobody survives just by talking."
DLG_WU_RETALK_TEXT,（抬眼瞥你一下，又低回機器）來了。手別閒著，幫我扶一下這管子——還是你只會問問題？,（抬眼瞥你一下，又低回机器）来了。手别闲着，帮我扶一下这管子——还是你只会问问题？,"(Glances up at you, then looks back down at the machine) You're here. Don't stand idle, hold this pipe for me—or do you only know how to ask questions?"
DLG_WU_RETALK_CHOICE0,（搭把手）,（搭把手）,(Give a hand)
DLG_WU_RETALK_CHOICE1,再說說那個建立這裡的人。,再说写那个建立这里的人。,Tell me more about the person who built this place.
DLG_WU_CONDITION_CHOICE0,（離開）,（离开）,(Leave)
DLG_WU_ASK_MAKER_MORE_TEXT,她的事，知道太多對你沒好處。我只告訴你一件：她最後不是被抓走的，是自己把自己關掉的。至於為什麼，去問還活著的人——我不替死人講話。,她的事，知道太多对你没好处。我只告诉你一件：她最后不是被抓走的，是自己把自己关掉的。至于为什么，去问还活着的人——我不替死人讲话。,"Her business, knowing too much won't do you any good. I'll only tell you one thing: she wasn't caught in the end, she shut herself down. As for why, go ask those who are still alive—I don't speak for the dead."
DLG_WU_LEAVE_TEXT,（她沒再說話，轉過身繼續用扳手敲擊發電機的外殼。）,（她没再说话，转过身继续用扳手敲击发电机的外壳。）,"(She says nothing more, turns around, and continues tapping the generator shell with a wrench.)"
DLG_WU_RETALK_CHOICE2,（離開）,（离开）,(Leave)
DLG_STORE_ROBOT_DIAGNOSE_REASON_CORRECT_CHOICE2,這不重要，總之主機裡有Bug，去重置它吧。,这不重要，总之主机里有Bug，去重置它吧。,"It doesn't matter. In short, there's a bug in the mainframe, let's reset it."
SPEAKER_BODYGUARD,夜總會保全,夜总会保全,Nightclub Guard
DLG_BODYGUARD_START_TEXT,"站住。非請勿入。後面是夜總會的 VIP 後場包廂，閒雜人等不得通行。","站住。非请勿入。后面是夜总会的 VIP 后场包厢，闲杂人等不得通行。","Stop. No entry without invitation. Beyond this is the nightclub's VIP private box, no unauthorized personnel allowed."
DLG_BODYGUARD_ALREADY_PASSED_TEXT,"是你啊。進去吧，後面沒你的事了。","是你啊。进去吧，后面没你的事了。","Oh, it's you. Go ahead, nothing more for you here."
DLG_BODYGUARD_BRIBE_CHOICE,"【賄賂】支付 500 Credits 給予買路財","【贿赂】支付 500 Credits 给予买路财",Bribe: Pay 500 Credits for entry
DLG_BODYGUARD_BRIBE_SUCCESS_TEXT,"（保全看了看四周，快速把錢收進兜裡）算你識相。進去吧，別給我惹麻煩。","（保全看了看四周，快速把钱收进兜里）算你识相。进去吧，别给我惹麻烦。","(The guard glances around, quickly tucks the money into his pocket) Sensible of you. Go on in, don't cause any trouble for me."
DLG_BODYGUARD_BRIBE_FAIL_TEXT,"Credits？就這點錢？你當我是要飯的？一邊涼快去！","Credits？就这点钱？你当我是要饭的？一边凉快去！","Credits? This tiny amount? Do you think I'm begging? Get lost!"
DLG_BODYGUARD_FAKE_IDENTITY_CHOICE,"【出示工牌】假裝自己是夜總會員工","【出示工牌】假装自己是夜总会员工",Show pass: Pretend to be a staff member
DLG_BODYGUARD_FAKE_IDENTITY_SUCCESS_TEXT,"（保全接過舊工牌仔細端詳，刷了刷掌上終端機）……磁條居然還能用。行，進去交班吧，別磨蹭了。","（保全接过旧工牌仔细端详，刷了刷掌上终端机）……磁条居然还能用。行，进去交班吧，别磨蹭了。","(The guard takes the old pass and inspects it, swiping it on his hand-held terminal) ...The magnetic stripe actually still works. Fine, go in for your shift, quit stalling."
DLG_BODYGUARD_FAKE_IDENTITY_FAIL_TEXT,"你說你是員工？那我怎麼沒見過你？連個工牌都拿不出來，少在這裡裝模作樣，快滾！","你说你是员工？那我怎么没见过你？连个工牌都拿不出来，少在这里装模作样，快滚！","You claim to be staff? Then why haven't I seen you? Can't even produce a pass, stop pretending and beat it!"
DLG_BODYGUARD_LEAVE_CHOICE,"【離開】轉身走開","【离开】转身走开",Leave: Walk away
DLG_BODYGUARD_LEAVE_TEXT,別擋在門口礙事。,别挡在门口碍事。,"Don't block the doorway."
DLG_WU_WARNING_TEXT,"（壓低聲音）七號最近怪怪的。我看到他背著大家，在跟上面的人接觸。他可能想拿聚落的一部分名單去換點什麼。你自己防著點。","（压低声音）七号最近怪怪的。我看到他背着大家，在跟上面的人接触。他可能想拿聚落的一部分名单去换点什么。你自己防着点。","(Lowers her voice) Seven has been acting strange lately. I saw him contacting the topside people behind everyone's back. He might be trying to trade a part of our registry for something. Keep your guard up."
DLG_CEN_WARNING_TEXT,"喂，大叔。我警告你啊，七號那傢伙最近不太對勁。我看到他偷摸著在查我們的聲紋數據，好像要賣給什麼人換他妹妹的消息。你最好盯緊他。","喂，大叔。我警告你啊，七号那家伙最近不太对劲。我看到他偷摸着在查我们的声纹数据，好像要卖给什么人换他妹妹的消息。你最好盯紧他。","Hey, uncle. I'm warning you, Seven is acting really weird lately. I saw him sneaking around, copying our voiceprint data, probably to sell it for info about his sister. You'd better watch him."
DLG_TRAVEL_DEEP_TUNNEL_START_TEXT,你要前往深隧道的哪一個方向？,你要前往深隧道的哪一个方向？,Which direction in the deep tunnel do you want to go?
DLG_TRAVEL_DEEP_TUNNEL_START_CHOICE0,前往廢棄維修通道（戰鬥區）,前往废弃维修通道（战斗区）,Go to the Abandoned Maintenance Tunnel (Combat Area)
DLG_TRAVEL_DEEP_TUNNEL_START_CHOICE1,前往深處追逐通道,前往深处追逐通道,Go to the Deeper Chase Tunnel
DLG_TRAVEL_DEEP_TUNNEL_START_CHOICE2,取消,取消,Cancel
DLG_TRAVEL_DEEP_TUNNEL_TRAVEL_TO_COMBAT_TEXT,（你走向廢棄的維修通道……）,（你走向废弃的维修通道……）,(You walk towards the abandoned maintenance tunnel...)
DLG_TRAVEL_DEEP_TUNNEL_TRAVEL_TO_CHASE_TEXT,（你走向深處的追逐通道……）,（你走向深处的追逐通道……）,(You walk towards the deeper chase tunnel...)
DLG_TRAVEL_DEEP_TUNNEL_END_TEXT,（你留在原處。）,（你留在原处。）,(You stay where you are.)
DLG_SEVEN_BETRAYAL_START_TEXT,「讓開。」七號站在終端前，手指懸在屏幕上方。在他身後，伍姐神色焦急，小岑正被推開。「我要把名單交出去，一部分就好……換回我的合法身份。」,「让开。」七号站在终端前，手指悬在屏幕上方。在他身后，伍姐神色焦急，小岑正被推开。「我要把名单交出去，一部分就好……换回我的合法身份。」,"""Step aside."" Seven stands before the terminal, his finger hovering over the screen. Behind him, Wu looks anxious while Cen is pushed away. ""I'm turning the list in, just a part of it... to trade for my legal identity."""
DLG_SEVEN_BETRAYAL_CHOICE0,你這是背叛聚落的所有人！,你这是背叛聚落的所有人！,You are betraying everyone in the settlement!
DLG_SEVEN_BETRAYAL_RESPONSE_TEXT,「你們可以一直躲。我不行！」七號吼了出來，手指重重按下，「我妹妹還在系統裡！我只想確認她還活著！」他轉身撞開你，瘋狂地跑進深邃的隧道中。,「你们可以一直躲。我不行！」七号吼了出来，手指重重按下，「我妹妹还在系统里！我只想确认她还活着！」他转身撞开你，疯狂地跑进深邃的隧道中。,"""You can keep hiding. I can't!"" Seven roars as he hits the button. ""My sister is still in the system! I just want to make sure she's alive!"" He spins around, shoulders past you, and runs wildly into the deep tunnel."
DLG_TRAVEL_DATACENTER_LOCKED_TEXT,（那扇通往上層資料設施的門，此刻對你來說還太遙遠。）,（那扇通往上层资料设施的门，此刻对你来说还太遥远。）,(That door to the upper data facility is still out of reach for you right now.)
DLG_TRAVEL_DATACENTER_MENU_TEXT,你想起地圖上標示的「AI 資料中心」——那是你被派去善後的地方之一。要現在過去嗎？,你想起地图上标示的「AI 数据中心」——那是你被派去善后的地方之一。要现在过去吗？,You recall the ""AI Data Center"" marked on the map — one of the places you were dispatched to clean up. Head there now?
DLG_TRAVEL_DATACENTER_MENU_CHOICE0,前往 AI 資料中心,前往 AI 数据中心,Head to the AI Data Center
DLG_TRAVEL_DATACENTER_MENU_CHOICE1,取消,取消,Cancel
DLG_TRAVEL_DATACENTER_WAN_FLAVOR_TEXT,「走之前，再看一眼你那張舊識別證吧。」,「走之前，再看一眼你那张旧识别证吧。」,"""Before you go, take another look at that old badge of yours."""
DLG_TRAVEL_DATACENTER_TRAVEL_TEXT,（你順著記憶中的路線，朝資料中心走去。）,（你顺着记忆中的路线，朝数据中心走去。）,(You follow the route from memory, heading towards the data center.)
DLG_TRAVEL_DATACENTER_END_TEXT,（你決定先留在原地。）,（你决定先留在原地。）,(You decide to stay put for now.)
DLG_WAN_DATACENTER_PULL_SAFE_TEXT,「你可以想起來。但你要先知道，你想起來以後，誰會被你一起拖回系統裡。」,「你可以想起来。但你要先知道，你想起来以后，谁会被你一起拖回系统里。」,"""You can remember. But you need to know first — once you remember, who gets dragged back into the system with you."""
DLG_WAN_DATACENTER_PULL_PRIVATE_TEXT,「我說是為了他們。可是也有一點，是為了我自己。你想起來以後，就不會是現在這個你了。」,「我说是为了他们。可是也有一点，是为了我自己。你想起来以后，就不会是现在这个你了。」,"""I told myself it was for them. But there's also a small part — that's for myself. Once you remember, you won't be the you standing here right now."""
DLG_WAN_DATACENTER_RETALK_TEXT,「還沒想好？我在這裡等你——但別讓我等太久。」,「还没想好？我在这里等你——但别让我等太久。」,"""Still thinking it over? I'll wait here — but don't make me wait too long."""
SPEAKER_ADA,阿達,阿达,Ada
DLG_ADA_FINAL_WORDS_TEXT,"（他站在原地，維修棍靠在肩上，濕透的雨衣還在滴水，像是一直在等你經過。）
「你忘了啊？也好。至少有人可以忘。」","（他站在原地，维修棍靠在肩上，湿透的雨衣还在滴水，像是一直在等你经过。）
「你忘了啊？也好。至少有人可以忘。」","(He stands there, the maintenance rod resting on his shoulder, his soaked raincoat still dripping, as if he's been waiting for you to pass by.)
""You forgot, huh? Good. At least someone gets to forget."""
DLG_OWN_BACKUP_SAVE_HINT_TEXT,"你站在自己的備份前面。也許，你也該為現在的自己留一份。（接下來的選擇無法撤回——建議先存檔。）","你站在自己的备份前面。也许，你也该为现在的自己留一份。（接下来的选择无法撤回——建议先存档。）","You're standing in front of your own backup. Maybe you should leave one for the person you are now, too. (The choice ahead can't be undone — you should save first.)"
DLG_OWN_BACKUP_ANCHOR_TEXT,這是你自己的備份——不是別人的檔案，是你。你有全部的權限，只差一個決定：要拿它做什麼。,这是你自己的备份——不是别人的档案，是你。你有全部的权限，只差一个决定：要拿它做什么。,This is your own backup — not someone else's file. Yours. You hold full access. All that's left is a decision: what to do with it.
DLG_OWN_BACKUP_CHOICE_RECLAIM,灌回去,灌回去,Load it back in
DLG_OWN_BACKUP_CHOICE_PROTECT,刪掉它,删掉它,Delete it
DLG_OWN_BACKUP_CHOICE_EXPOSE,拷貝走,拷贝走,Copy it out
DLG_OWN_BACKUP_CHOICE_WITHDRAW,退開,退开,Step back
DLG_OWN_BACKUP_WITHDRAW_TEXT,"你收回手。備份還在原地，什麼都沒有改變——至少現在還沒有。","你收回手。备份还在原地，什么都没有改变——至少现在还没有。","You pull your hand back. The backup stays where it is — nothing has changed. Not yet, anyway."
DLG_OWN_BACKUP_CONFIRM_RECLAIM_TEXT,"把它灌回去，你會想起全部——沒有篩選過的那種。有些重量，一旦扛上肩，就放不下來了。","把它灌回去，你会想起全部——没有筛选过的那种。有些重量，一旦扛上肩，就放不下来了。","Load it back in, and you'll remember everything — unfiltered. Some weight, once you pick it up, doesn't set back down."
DLG_OWN_BACKUP_CONFIRM_PROTECT_TEXT,"刪掉它，你會繼續當現在這個不記得的人。這次不是意外，是你自己選的遺忘。","删掉它，你会继续当现在这个不记得的人。这次不是意外，是你自己选的遗忘。","Delete it, and you go on being the person who doesn't remember. This time it isn't an accident. It's a forgetting you chose."
DLG_OWN_BACKUP_CONFIRM_EXPOSE_TEXT,"拷貝走，你會帶著它離開這裡，去找一個能把它送出去的地方。送出去以後，你擋不住誰會被看見，也擋不住誰會被找到。","拷贝走，你会带着它离开这里，去找一个能把它送出去的地方。送出去以后，你挡不住谁会被看见，也挡不住谁会被找到。","Copy it out, and you'll carry it out of here to find somewhere that can send it further. Once it's out, you can't stop who gets seen — or who gets found."
DLG_OWN_BACKUP_LOCK_IN,就這麼做,就这么做,Do it
DLG_OWN_BACKUP_RECONSIDER,回去再想,回去再想,Think it over
DLG_OWN_BACKUP_RECLAIM_LOCK_TEXT,"你選了。備份開始灌回——從現在起，這份重量只有你自己扛得住。","你选了。备份开始灌回——从现在起，这份重量只有你自己扛得住。","You've chosen. The backup starts loading back in — from here on, only you carry this weight."
DLG_OWN_BACKUP_PROTECT_LOCK_TEXT,"你選了。刪除指令送出——安靜得像什麼都沒有發生過。","你选了。删除指令送出——安静得像什么都没有发生过。","You've chosen. The delete command goes out — quiet, as if nothing happened at all."
DLG_OWN_BACKUP_EXPOSE_LOCK_TEXT,你選了。備份拷貝進隨身儲存——接下來，你得自己找一個能把它送出去的地方。,你选了。备份拷贝进随身储存——接下来，你得自己找一个能把它送出去的地方。,You've chosen. The backup copies onto a drive you can carry — now you just need somewhere to send it.
DLG_BROADCAST_UPLOAD_SCAN_HIGH_TEXT,"終端把你帶來的東西全部攤開——你自己的紀錄、遺忘服務留下的痕跡，還有你這一路上一段一段收集回來的殘響。加起來厚得驚人，得捲動好幾層才顯示得完。","终端把你带来的东西全部摊开——你自己的纪录、遗忘服务留下的痕迹，还有你这一路上一段一段收集回来的残响。加起来厚得惊人，得卷动好几层才显示得完。","The terminal lays out everything you've brought — your own records, evidence of the erasure service, and every echo you've pieced together along the way, segment by segment. It's an unsettling amount, enough that the list takes several screens to scroll through."
DLG_BROADCAST_UPLOAD_SCAN_LOW_TEXT,"終端把你帶來的東西攤開——你自己的紀錄、遺忘服務留下的痕跡，還有你這一路上零星收集回來的幾段殘響。加起來薄得可憐，但也不是完全沒有。","终端把你带来的东西摊开——你自己的纪录、遗忘服务留下的痕迹，还有你这一路上零星收集回来的几段残响。加起来薄得可怜，但也不是完全没有。","The terminal lays out what you've brought — your own records, evidence of the erasure service, and the handful of echo fragments you picked up along the way. It's a thin pile, but not nothing."
DLG_BROADCAST_UPLOAD_WARNING_TEXT,"螢幕跳出一行警示：檔案裡混著定位元資料與聲紋辨識碼。廣播出去，任何懂得順線查的人，都能沿著這些數據，一路摸到活人門口。","屏幕跳出一行警示：档案里混着定位元数据与声纹辨识码。广播出去，任何懂得顺线查的人，都能沿着这些数据，一路摸到活人门口。","A line of warning text pops up: the files carry location metadata and voiceprint IDs mixed in. Broadcast this, and anyone who knows how to trace it can follow the data straight to a living person's door."
DLG_BROADCAST_UPLOAD_WARNING_BRANCH_B_TEXT,"螢幕跳出一行警示：檔案裡混著定位元資料與聲紋辨識碼。廣播出去，任何懂得順線查的人，都能沿著這些數據，一路摸到活人門口。你已經見過一次那種下場了。","屏幕跳出一行警示：档案里混着定位元数据与声纹辨识码。广播出去，任何懂得顺线查的人，都能沿着这些数据，一路摸到活人门口。你已经见过一次那种下场了。","A line of warning text pops up: the files carry location metadata and voiceprint IDs mixed in. Broadcast this, and anyone who knows how to trace it can follow the data straight to a living person's door. You've already seen what that looks like once."
DLG_BROADCAST_UPLOAD_IRONY_TEXT,"清洗，說穿了就是刪定位、糊掉聲紋、抹掉系統標記——這是你當善後員時做過一萬次的動作，只是這次對象是你自己帶出來的東西。要不要做，你自己決定。","清洗，说穿了就是删定位、糊掉声纹、抹掉系统标记——这是你当善后员时做过一万次的动作，只是这次对象是你自己带出来的东西。要不要做，你自己决定。","Cleaning, stripped down, just means deleting locations, blurring voiceprints, wiping system tags — the same motion you performed ten thousand times as a Cleaner. Except this time it's your own data on the table. Whether you do it is up to you."
DLG_BROADCAST_UPLOAD_CHOICE_CLEAN,動手清洗,动手清洗,Clean it up
DLG_BROADCAST_UPLOAD_CHOICE_RAW,原樣保留,原样保留,Leave it as-is
DLG_BROADCAST_UPLOAD_CHOICE_WITHDRAW,退開,退开,Step back
DLG_BROADCAST_UPLOAD_WITHDRAW_TEXT,"你收回手，終端的畫面靜靜停在原地——什麼都還沒送出去。","你收回手，终端的画面静静停在原地——什么都还没送出去。","You pull your hand back. The terminal's screen sits quietly where it is — nothing has been sent yet."
DLG_BROADCAST_UPLOAD_COST_CLEAN_TEXT,"終端跑完清洗程序，跳出一行簡短的完成訊息——幾項可追蹤的資料被移除了，但沒有列出清單。有些東西沒了，你永遠不會知道那是什麼。","终端跑完清洗程序，跳出一行简短的完成讯息——几项可追踪的资料被移除了，但没有列出清单。有些东西没了，你永远不会知道那是什么。","The terminal finishes the cleaning pass and flashes a short completion message — some number of traceable records were removed, no list given. Something's gone now, and you'll never know what it was."
DLG_BROADCAST_UPLOAD_COST_RAW_TEXT,"終端沒有做任何改動，安靜地跳回原本的畫面。「檔案完整。包括能找到他們的每一條路。」","终端没有做任何改动，安静地跳回原本的画面。「档案完整。包括能找到他们的每一条路。」","The terminal makes no changes and quietly returns to the previous screen. ""The file is intact. Including every road that leads back to them."""
DLG_BROADCAST_UPLOAD_CONFIRM_TEXT,最後一步：現在把它送出去嗎？,最后一步：现在把它送出去吗？,One last step: send it now?
DLG_BROADCAST_UPLOAD_CHOICE_UPLOAD,開始上傳,开始上传,Start upload
DLG_BROADCAST_UPLOAD_DONE_TEXT,"終端顯示一行字：『開始傳輸。』訊號沿著老舊的線路送出去——你已經沒有辦法把它拉回來了。","终端显示一行字：『开始传输。』信号沿着老旧的线路送出去——你已经没有办法把它拉回来了。","The terminal displays a single line: ""Transmission started."" The signal goes out over the old wiring — there's no pulling it back now."
DLG_WAN_EPILOGUE_RECLAIM_WARM_P1_TEXT,晚看著你，沒有立刻說話，像是在確認你是不是真的決定了。,晚看着你，没有立刻说话，像是在确认你是不是真的决定了。,Wan looks at you without speaking right away, as if making sure you've really decided.
DLG_WAN_EPILOGUE_RECLAIM_WARM_P2_TEXT,"「你要把它全部灌回去。」她說，聲音很輕，「連我們這幾次講的話，也會一起變重吧。」","「你要把它全部灌回去。」她说，声音很轻，「连我们这几次讲的话，也会一起变重吧。」","""You're loading it all back in,"" she says, her voice quiet. ""Even the things we talked about — those will get heavier too, won't they."""
DLG_WAN_EPILOGUE_RECLAIM_WARM_P3_TEXT,"「早知道……就該早一點跟你講清楚。」她別過臉，雨水把她的輪廓洗得很淡，「走吧。趁你還記得怎麼走。」","「早知道……就该早一点跟你讲清楚。」她别过脸，雨水把她的轮廓洗得很淡，「走吧。趁你还记得怎么走。」","""If I'd known... I should've told you sooner."" She turns her face away, the rain washing her outline pale. ""Go. While you still remember how."""
DLG_WAN_EPILOGUE_RECLAIM_COLD_P1_TEXT,晚只是點了點頭，像是早就猜到你會做這個選擇。,晚只是点了点头，像是早就猜到你会做这个选择。,Wan only nods, as if she'd already guessed you'd make this choice.
DLG_WAN_EPILOGUE_RECLAIM_COLD_P2_TEXT,"「保重。」她說完，沒有再多看你一眼，轉身走進雨裡。","「保重。」她说完，没有再多看你一眼，转身走进雨里。","""Take care."" With that, she doesn't look at you again, and turns to walk into the rain."
